Sector,Partida
Metal y otras manufacturas básicas,'731823
Metal y otras manufacturas básicas,'731824
Metal y otras manufacturas básicas,'731829
Metal y otras manufacturas básicas,'731940
Metal y otras manufacturas básicas,'731990
Metal y otras manufacturas básicas,'732010
Metal y otras manufacturas básicas,'732020
Metal y otras manufacturas básicas,'732090
Metal y otras manufacturas básicas,'732111
Metal y otras manufacturas básicas,'732112
Metal y otras manufacturas básicas,'732119
Metal y otras manufacturas básicas,'732181
Metal y otras manufacturas básicas,'732182
Metal y otras manufacturas básicas,'732189
Metal y otras manufacturas básicas,'732190
Manufactura miscelania,'732211
Manufactura miscelania,'732219
Manufactura miscelania,'732290
Metal y otras manufacturas básicas,'732310
Metal y otras manufacturas básicas,'732391
Metal y otras manufacturas básicas,'732392
Metal y otras manufacturas básicas,'732393
Metal y otras manufacturas básicas,'732394
Metal y otras manufacturas básicas,'732399
Metal y otras manufacturas básicas,'732410
Metal y otras manufacturas básicas,'732421
Metal y otras manufacturas básicas,'732429
Metal y otras manufacturas básicas,'732490
Metal y otras manufacturas básicas,'732510
Metal y otras manufacturas básicas,'732591
Metal y otras manufacturas básicas,'732599
Metal y otras manufacturas básicas,'732611
Metal y otras manufacturas básicas,'732619
Metal y otras manufacturas básicas,'732620
Metal y otras manufacturas básicas,'732690
Minerales,'740100
Metal y otras manufacturas básicas,'740200
Metal y otras manufacturas básicas,'740311
Metal y otras manufacturas básicas,'740312
Metal y otras manufacturas básicas,'740313
Metal y otras manufacturas básicas,'740319
Metal y otras manufacturas básicas,'740321
Metal y otras manufacturas básicas,'740322
Metal y otras manufacturas básicas,'740329
Minerales,'740400
Metal y otras manufacturas básicas,'740500
Metal y otras manufacturas básicas,'740610
Metal y otras manufacturas básicas,'740620
Metal y otras manufacturas básicas,'740710
Metal y otras manufacturas básicas,'740721
Metal y otras manufacturas básicas,'740729
Metal y otras manufacturas básicas,'740811
Metal y otras manufacturas básicas,'740819
Metal y otras manufacturas básicas,'740821
Metal y otras manufacturas básicas,'740822
Metal y otras manufacturas básicas,'740829
Metal y otras manufacturas básicas,'740911
Metal y otras manufacturas básicas,'740919
Metal y otras manufacturas básicas,'740921
Metal y otras manufacturas básicas,'740929
Metal y otras manufacturas básicas,'740931
Metal y otras manufacturas básicas,'740939
Metal y otras manufacturas básicas,'740940
Metal y otras manufacturas básicas,'740990
Metal y otras manufacturas básicas,'741011
Metal y otras manufacturas básicas,'741012
Metal y otras manufacturas básicas,'741021
Metal y otras manufacturas básicas,'741022
Metal y otras manufacturas básicas,'741110
Metal y otras manufacturas básicas,'741121
Metal y otras manufacturas básicas,'741122
Metal y otras manufacturas básicas,'741129
Metal y otras manufacturas básicas,'741210
Metal y otras manufacturas básicas,'741220
Metal y otras manufacturas básicas,'741300
Metal y otras manufacturas básicas,'741510
Metal y otras manufacturas básicas,'741521
Metal y otras manufacturas básicas,'741529
Metal y otras manufacturas básicas,'741533
Metal y otras manufacturas básicas,'741539
Metal y otras manufacturas básicas,'741810
Metal y otras manufacturas básicas,'741820
Metal y otras manufacturas básicas,'741920
Metal y otras manufacturas básicas,'741980
Minerales,'750110
Minerales,'750120
Metal y otras manufacturas básicas,'750210
Metal y otras manufacturas básicas,'750220
Minerales,'750300
Metal y otras manufacturas básicas,'750400
Metal y otras manufacturas básicas,'750511
Metal y otras manufacturas básicas,'750512
Metal y otras manufacturas básicas,'750521
Metal y otras manufacturas básicas,'750522
Metal y otras manufacturas básicas,'750610
Metal y otras manufacturas básicas,'750620
Metal y otras manufacturas básicas,'750711
Metal y otras manufacturas básicas,'750712
Metal y otras manufacturas básicas,'750720
Metal y otras manufacturas básicas,'750810
Metal y otras manufacturas básicas,'750890
Metal y otras manufacturas básicas,'760110
Metal y otras manufacturas básicas,'760120
Minerales,'760200
Metal y otras manufacturas básicas,'760310
Metal y otras manufacturas básicas,'760320
Metal y otras manufacturas básicas,'760410
Metal y otras manufacturas básicas,'760421
Metal y otras manufacturas básicas,'760429
Metal y otras manufacturas básicas,'760511
Metal y otras manufacturas básicas,'760519
Metal y otras manufacturas básicas,'760521
Metal y otras manufacturas básicas,'760529
Metal y otras manufacturas básicas,'760611
Metal y otras manufacturas básicas,'760612
Metal y otras manufacturas básicas,'760691
Metal y otras manufacturas básicas,'760692
Metal y otras manufacturas básicas,'760711
Metal y otras manufacturas básicas,'760719
Metal y otras manufacturas básicas,'760720
Metal y otras manufacturas básicas,'760810
Metal y otras manufacturas básicas,'760820
Metal y otras manufacturas básicas,'760900
Metal y otras manufacturas básicas,'761010
Metal y otras manufacturas básicas,'761090
Metal y otras manufacturas básicas,'761100
Metal y otras manufacturas básicas,'761210
Metal y otras manufacturas básicas,'761290
Metal y otras manufacturas básicas,'761300
Metal y otras manufacturas básicas,'761410
Metal y otras manufacturas básicas,'761490
Metal y otras manufacturas básicas,'761510
Metal y otras manufacturas básicas,'761520
Metal y otras manufacturas básicas,'761610
Metal y otras manufacturas básicas,'761691
Metal y otras manufacturas básicas,'761699
Metal y otras manufacturas básicas,'780110
Metal y otras manufacturas básicas,'780191
Metal y otras manufacturas básicas,'780199
Minerales,'780200
Metal y otras manufacturas básicas,'780411
Metal y otras manufacturas básicas,'780419
Metal y otras manufacturas básicas,'780420
Metal y otras manufacturas básicas,'780600
Metal y otras manufacturas básicas,'790111
Metal y otras manufacturas básicas,'790112
Metal y otras manufacturas básicas,'790120
Minerales,'790200
Metal y otras manufacturas básicas,'790310
Metal y otras manufacturas básicas,'790390
Metal y otras manufacturas básicas,'790400
Metal y otras manufacturas básicas,'790500
Metal y otras manufacturas básicas,'790700
Metal y otras manufacturas básicas,'800110
Metal y otras manufacturas básicas,'800120
Minerales,'800200
Metal y otras manufacturas básicas,'800300
Metal y otras manufacturas básicas,'800700
Metal y otras manufacturas básicas,'810110
Metal y otras manufacturas básicas,'810194
Metal y otras manufacturas básicas,'810196
Metal y otras manufacturas básicas,'810197
Metal y otras manufacturas básicas,'810199
Metal y otras manufacturas básicas,'810210
Metal y otras manufacturas básicas,'810294
Metal y otras manufacturas básicas,'810295
Metal y otras manufacturas básicas,'810296
Metal y otras manufacturas básicas,'810297
Metal y otras manufacturas básicas,'810299
Metal y otras manufacturas básicas,'810320
Metal y otras manufacturas básicas,'810330
Metal y otras manufacturas básicas,'810391
Metal y otras manufacturas básicas,'810399
Metal y otras manufacturas básicas,'810411
Metal y otras manufacturas básicas,'810419
Metal y otras manufacturas básicas,'810420
Metal y otras manufacturas básicas,'810430
Metal y otras manufacturas básicas,'810490
Metal y otras manufacturas básicas,'810520
Metal y otras manufacturas básicas,'810530
Metal y otras manufacturas básicas,'810590
Metal y otras manufacturas básicas,'810610
Metal y otras manufacturas básicas,'810690
Metal y otras manufacturas básicas,'810820
Metal y otras manufacturas básicas,'810830
Metal y otras manufacturas básicas,'810890
Metal y otras manufacturas básicas,'810921
Metal y otras manufacturas básicas,'810929
Metal y otras manufacturas básicas,'810931
Metal y otras manufacturas básicas,'810939
Metal y otras manufacturas básicas,'810991
Metal y otras manufacturas básicas,'810999
Metal y otras manufacturas básicas,'811010
Metal y otras manufacturas básicas,'811020
Metal y otras manufacturas básicas,'811090
Metal y otras manufacturas básicas,'811100
Metal y otras manufacturas básicas,'811212
Metal y otras manufacturas básicas,'811213
Metal y otras manufacturas básicas,'811219
Metal y otras manufacturas básicas,'811221
Metal y otras manufacturas básicas,'811222
Metal y otras manufacturas básicas,'811229
Metal y otras manufacturas básicas,'811231
Metal y otras manufacturas básicas,'811239
Metal y otras manufacturas básicas,'811241
Metal y otras manufacturas básicas,'811249
Metal y otras manufacturas básicas,'811251
Metal y otras manufacturas básicas,'811252
Metal y otras manufacturas básicas,'811259
Metal y otras manufacturas básicas,'811261
Metal y otras manufacturas básicas,'811269
Metal y otras manufacturas básicas,'811292
Metal y otras manufacturas básicas,'811299
Metal y otras manufacturas básicas,'811300
Metal y otras manufacturas básicas,'820110
Metal y otras manufacturas básicas,'820130
Metal y otras manufacturas básicas,'820140
Metal y otras manufacturas básicas,'820150
Metal y otras manufacturas básicas,'820160
Metal y otras manufacturas básicas,'820190
Metal y otras manufacturas básicas,'820210
Metal y otras manufacturas básicas,'820220
Metal y otras manufacturas básicas,'820231
Metal y otras manufacturas básicas,'820239
Metal y otras manufacturas básicas,'820240
Metal y otras manufacturas básicas,'820291
Metal y otras manufacturas básicas,'820299
Metal y otras manufacturas básicas,'820310
Metal y otras manufacturas básicas,'820320
Metal y otras manufacturas básicas,'820330
Metal y otras manufacturas básicas,'820340
Metal y otras manufacturas básicas,'820411
Metal y otras manufacturas básicas,'820412
Metal y otras manufacturas básicas,'820420
Metal y otras manufacturas básicas,'820510
Metal y otras manufacturas básicas,'820520
Metal y otras manufacturas básicas,'820530
Metal y otras manufacturas básicas,'820540
Metal y otras manufacturas básicas,'820551
Metal y otras manufacturas básicas,'820559
Metal y otras manufacturas básicas,'820560
Metal y otras manufacturas básicas,'820570
Metal y otras manufacturas básicas,'820590
Metal y otras manufacturas básicas,'820600
Metal y otras manufacturas básicas,'820713
Metal y otras manufacturas básicas,'820719
Metal y otras manufacturas básicas,'820720
Metal y otras manufacturas básicas,'820730
Metal y otras manufacturas básicas,'820740
Metal y otras manufacturas básicas,'820750
Metal y otras manufacturas básicas,'820760
Metal y otras manufacturas básicas,'820770
Metal y otras manufacturas básicas,'820780
Metal y otras manufacturas básicas,'820790
Metal y otras manufacturas básicas,'820810
Metal y otras manufacturas básicas,'820820
Metal y otras manufacturas básicas,'820830
Metal y otras manufacturas básicas,'820840
Metal y otras manufacturas básicas,'820890
Metal y otras manufacturas básicas,'820900
Metal y otras manufacturas básicas,'821000
Metal y otras manufacturas básicas,'821110
Metal y otras manufacturas básicas,'821191
Metal y otras manufacturas básicas,'821192
Metal y otras manufacturas básicas,'821193
Metal y otras manufacturas básicas,'821194
Metal y otras manufacturas básicas,'821195
Metal y otras manufacturas básicas,'821210
Metal y otras manufacturas básicas,'821220
Metal y otras manufacturas básicas,'821290
Metal y otras manufacturas básicas,'821300
Metal y otras manufacturas básicas,'821410
Metal y otras manufacturas básicas,'821420
Metal y otras manufacturas básicas,'821490
Metal y otras manufacturas básicas,'821510
Metal y otras manufacturas básicas,'821520
Metal y otras manufacturas básicas,'821591
Metal y otras manufacturas básicas,'821599
Metal y otras manufacturas básicas,'830110
Metal y otras manufacturas básicas,'830120
Metal y otras manufacturas básicas,'830130
Metal y otras manufacturas básicas,'830140
Metal y otras manufacturas básicas,'830150
Metal y otras manufacturas básicas,'830160
Metal y otras manufacturas básicas,'830170
Metal y otras manufacturas básicas,'830210
Metal y otras manufacturas básicas,'830220
Metal y otras manufacturas básicas,'830230
Metal y otras manufacturas básicas,'830241
Metal y otras manufacturas básicas,'830242
Metal y otras manufacturas básicas,'830249
Metal y otras manufacturas básicas,'830250
Metal y otras manufacturas básicas,'830260
Metal y otras manufacturas básicas,'830300
Manufactura miscelania,'830400
Manufactura miscelania,'830510
Manufactura miscelania,'830520
Manufactura miscelania,'830590
Metal y otras manufacturas básicas,'830610
Metal y otras manufacturas básicas,'830621
Metal y otras manufacturas básicas,'830629
Metal y otras manufacturas básicas,'830630
Metal y otras manufacturas básicas,'830710
Metal y otras manufacturas básicas,'830790
Metal y otras manufacturas básicas,'830810
Metal y otras manufacturas básicas,'830820
Metal y otras manufacturas básicas,'830890
Metal y otras manufacturas básicas,'830910
Metal y otras manufacturas básicas,'830990
Metal y otras manufacturas básicas,'831000
Metal y otras manufacturas básicas,'831110
Metal y otras manufacturas básicas,'831120
Metal y otras manufacturas básicas,'831130
Metal y otras manufacturas básicas,'831190
Maquinaria no eléctrica,'840110
Maquinaria no eléctrica,'840120
Maquinaria no eléctrica,'840130
Maquinaria no eléctrica,'840140
Maquinaria no eléctrica,'840211
Maquinaria no eléctrica,'840212
Maquinaria no eléctrica,'840219
Maquinaria no eléctrica,'840220
Maquinaria no eléctrica,'840290
Manufactura miscelania,'840310
Manufactura miscelania,'840390
Maquinaria no eléctrica,'840410
Maquinaria no eléctrica,'840420
Maquinaria no eléctrica,'840490
Maquinaria no eléctrica,'840510
Maquinaria no eléctrica,'840590
Maquinaria no eléctrica,'840610
Maquinaria no eléctrica,'840681
Maquinaria no eléctrica,'840682
Maquinaria no eléctrica,'840690
Maquinaria no eléctrica,'840710
Maquinaria no eléctrica,'840721
Maquinaria no eléctrica,'840729
Maquinaria no eléctrica,'840731
Maquinaria no eléctrica,'840732
Maquinaria no eléctrica,'840733
Maquinaria no eléctrica,'840734
Maquinaria no eléctrica,'840790
Maquinaria no eléctrica,'840810
Maquinaria no eléctrica,'840820
Maquinaria no eléctrica,'840890
Maquinaria no eléctrica,'840910
